,severity,description
16538,2,Slow traffic on I-90 from IL-31 (I-90) to Randall Rd (I-90) due to accident.
16539,2,Stationary traffic on I-294 S - Tri State Tollway S from Touhy Toll Plaza (I-294) to I-290/US-20/IL-64 (I-294) due to accident.
16540,2,Incident on IL-83 near IL-173 Expect delays.
16541,2,Incident on GILMER RD WB near HAWLEY ST Drive with caution.
16542,2,Incident on IL-176 near ANDERSON RD Expect delays.
16543,2,Incident on I-88 WB near NAPERVILLE RD Left lane blocked.
16544,2,Incident on LAKE COOK RD WB near IL-53 Road closed. Take alternate route.
16545,2,Incident on IL-83 near ROLLINS RD Expect long delays.
16546,2,Incident on I-80 EB near CLARK RD Right lane blocked. Expect delays.
16547,2,Incident on IL-137 WB near ST MARYS RD Drive with caution.
16548,2,Stationary traffic on I-65 S from IN-10/Exit 230 (I-65) to IN-14 (I-65) due to accident.
16549,2,At CR-C/Wilmot Rd/Exit 345 - Accident.
16550,2,Incident on IL-134 near NIPPERSINK RD Expect delays.
16551,2,Incident on IL-120 WB near I-94 Drive with caution.
16552,2,Incident on IL-120 WB near OPLAINE RD Drive with caution.
16553,4,Incident on US-41 SB near S 300 Road closed. Take alternate route.
16554,2,Incident on I-65 SB near 37TH AVE Left lane blocked.
16555,2,Incident on IL-120 EB near HAINESVILLE RD Drive with caution.
16556,2,Incident on IL-120 near HAINESVILLE RD Expect delays.
16557,2,Stationary traffic on US-41 from W Westleigh Rd (S Skokie Hwy/US-41) to E Old Elm Rd/Old Elm Rd (S Skokie Hwy/US-41) due to accident.
16558,2,Slow traffic on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16559,2,Incident on IL-173 EB near HUNT CLUB RD Drive with caution.
16560,2,Slow traffic on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16561,2,Incident on IL-83 NB near IL-53 Drive with caution.
16562,2,Incident on US-45 NB near WASHINGTON ST Drive with caution.
16563,2,Slow traffic on I-294 from I-190 (I-294) to I-290/US-20/IL-64 (I-294) due to accident.
16564,2,Slow traffic on I-94 E - I-80 E - US-6 E from I-65/Exit 11 (I-94/I-80) to US-6/IN-51/Ripley St/Exit 15 (I-94/I-80) due to accident.
16565,2,Incident on US-45 NB near PETERSON RD Drive with caution.
16566,2,Incident on I-88 EB near I-355 NB UNDERPASS TO WB I-88 Expect long delays.
16567,2,Incident on I-88 WB near EOLA RD Center lane blocked. Expect Delays.
16568,2,Slow traffic on I-294 from Touhy Toll Plaza (I-294) to I-290/US-20/IL-64 (I-294) due to accident.
16569,2,Slow traffic on I-65 S from IN-14 (I-65) to IN-114/Exit 215 (I-65) due to accident.
16570,2,Incident on I-65 NB near W 500 N Left lane blocked.
16571,2,Slow traffic on I-94 E - I-80 E - US-6 E from Kennedy Ave/Exit 3B (I-94/I-80) to IN-912/Cline Ave/Exit 10 (I-94/I-80) due to accident.
16572,2,Slow traffic from I-294/IL-38/Roosevelt Rd (I-294/Tri-State Tollway Outer Lane) to I-294/Tri-State Tollway (I-294/Tri-State Tollway Outer Lane) due to accident.
16573,2,Incident on I-65 NB near W 500 Left lane blocked.
16574,2,Incident on I-294 NB near VINCENNES RD Right lane blocked. Expect delays.
16575,2,Incident on I-294 SB near IRVING PARK PLAZA Drive with caution.
16576,2,Incident on SHERIDAN RD NB near BLANCHARD RD Drive with caution.
16577,2,Incident on I-94 EB near IL-173 Three lanes blocked. Expect delays.
16578,2,Incident on DELANY RD NB near US-41 Drive with caution.
16579,2,Incident on HUNT CLUB RD SB near WASHINGTON ST Drive with caution.
16580,2,Slow traffic on Jane Addams Memorial Tollway W - I-90 W from Arlington Heights Rd (I-90) to IL-53 (I-90) due to accident.
16581,2,Queuing traffic lane closed on I-65 from IN-2/Exit 240 (I-65) to IN-10/Exit 230 (I-65) due to accident.
16582,2,Incident on US-14 near HART RD Expect delays.
16583,2,Incident on GREEN BAY RD NB near 21ST ST Drive with caution.
16584,2,Incident on HUNT CLUB RD NB near STEARNS SCHOOL RD Drive with caution.
16585,2,Incident on GRASS LAKE RD near SAVAGE RD Expect delays.
16586,2,Incident on I-88 WB near IL-53 Expect long delays.
16587,2,Incident on IL-83 NB near HAWLEY ST Expect long delays.
16588,2,Stationary traffic on I-55 S from IL-126/Exit 261 (I-55) to US-30/Exit 257 (I-55) due to accident.
16589,2,Queuing traffic on IL-60 - County Hwy-57 - County Hwy-W11 from McCormick Blvd to W Hawthorn Pkwy due to accident roadwork.
16590,2,Incident on US-41 NB near OLD ELM RD Expect delays.
16591,2,Incident on ROLLINS RD WB near HAINESVILLE RD Drive with caution.
16592,2,Incident on I-294 SB near 87TH ST Left lane blocked.
16593,2,Lane closed on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16594,2,Incident on I-88 WB near HIGHLAND AVE Expect long delays.
16595,2,Incident on 23RD ST WB near SHERIDAN RD Drive with caution.
16596,2,Slow traffic on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to IN-53/Broadway/Exit 10 (I-94/I-80) due to accident.
16597,2,Incident on I-294 NB near REXFORD AVE Expect long delays.
16598,2,Incident on IL-173 near KILBOURNE RD Expect delays.
16599,2,Incident on IL-132 WB near I-94 SB Drive with caution.
16600,2,Incident on YORK HOUSE RD near SHERIDAN RD Expect long delays.
16601,2,Incident on YORK HOUSE RD near NORTH AVE Expect delays.
16602,2,Incident on I-294 SB near 55TH ST Right lane blocked. Expect delays.
16603,2,Incident on I-80 WB near COLUMBIA AVE Left shoulder closed.
16604,2,Slow traffic on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16605,2,Incident on I-355 NB near US-6 Expect long delays.
16606,2,Incident on IL-22 EB near KELSEY RD Drive with caution.
16607,2,Queuing traffic on I-88 from I-355 (East) (I-88) to I-355 (West) (I-88) due to accident.
16608,2,Incident on PETERSON RD EB near ALLEGHANY RD Drive with caution.
16609,2,Incident on ROBERTS RD WB near IL-176 Drive with caution.
16610,2,Incident on US-41 SB near STEARNS SCHOOL RD Road closed. Take alternate route.
16611,2,Incident on MIDLOTHIAN RD NB near OLD MCHENRY RD Drive with caution.
16612,2,Stationary traffic on IL-120 from US-12/IL-59 (Belvidere Rd/IL-120) to CR-44/N Darrell Rd (Belvidere Rd/Rand Rd/IL-120) due to accident.
16613,2,Incident on I-355 SB near IL-38 Center lane blocked. Expect Delays.
16614,2,Incident on I-94 near IL-173 ENTRANCE Expect delays.
16615,2,Incident on IL-176 WB near IL-21 Drive with caution.
16616,2,Incident on OLD MCHENRY RD EB near QUENTIN RD Drive with caution.
16617,2,Incident on 21ST ST EB near LEWIS AVE Drive with caution.
16618,2,Stationary traffic from IL-132/Grand Ave (N Lewis Ave) to Sunset Ave (N Lewis Ave) due to accident.
16619,2,Stationary traffic on IL-22 from N Buffalo Grove Rd (Half Day Rd/IL-22) to IL-83 (IL-22) due to accident.
16620,2,Incident on I-294 NB near GRAND AVE Left lane blocked.
16621,2,Incident on I-90 WB near ELGIN PLAZA Three lanes blocked. Expect delays.
16622,2,Incident on I-94 WB near BRADLEY RD Expect long delays.
16623,2,Queuing traffic on IL-53 from E Pennsylvania Dr to E Old Hicks Rd due to accident.
16624,2,Incident on LEWIS AVE near WADSWORTH RD Expect delays.
16625,2,Incident on I-94 EB near EVERETT RD Expect long delays.
16626,2,Slow traffic on IL-83 from Weiland Rd to N Buffalo Grove Rd due to accident.
16627,2,Stationary traffic on I-294 S - Tri State Tollway S from 82nd/83rd St Toll Plaza (I-294) to US-20/US-12/95th St (I-294) due to accident.
16628,2,Incident on I-94 WB near N 250 E Expect long delays.
16629,2,Incident on I-294 SB near 47TH ST Right lane blocked. Expect delays.
16630,2,Slow traffic on I-94 W - I-80 W - US-6 W from IN-249/Exit 19 (I-94) to I-80/Ripley St/Exit 16 (I-94) due to accident.
16631,2,Incident on I-80 WB near EXIT 15 Expect long delays.
16632,2,Incident on ROLLINS RD near HAINESVILLE RD Expect delays.
16633,2,Incident on MCAREE RD NB near GRAND AVE Drive with caution.
16634,2,Queuing traffic on IL-53 from State Route 53 / Long Grove Rd to E Old Hicks Rd due to accident.
16635,2,Incident on GREEN BAY RD near YORK HOUSE RD Expect long delays.
16636,2,Slow traffic on I-94 E - I-80 E - US-41 S - US-6 E from US-41/Exit 1 (I-94/I-80) to US-41/Indianapolis Blvd/Exit 2 (I-94/I-80) due to accident.
16637,2,Incident on I-88 EB near PRAIRIE PATH Expect long delays.
16638,2,Incident on I-88 EB near IL-59 Left lane blocked.
16639,2,Accident on US-20/Exit 22 (I-94) from IN-249/Exit 19 (I-94) to I-94 W.
16640,2,Incident on IL-176 near BRADLEY RD Expect delays.
16641,2,Incident on IL-137 WB near I-94 SB Drive with caution.
16642,2,Incident on IL-22 near MIDLOTHIAN RD Expect delays.
16643,2,Stationary traffic on Tri State Tollway N - I-294 N from US-6/159th St (I-294) to US-20/US-12/95th St (I-294) due to accident.
16644,2,Incident on LEWIS AVE SB near IL-120 Drive with caution.
16645,2,Incident on IL-176 near MAIN ST Expect delays.
16646,2,Incident on I-55 NB near US-52 Road closed. Take alternate route.
16647,2,Incident on LAKE COOK RD EB near ARLINGTON HEIGHTS RD Drive with caution.
16648,2,Incident on I-80 EB near US-41 Right lane blocked. Expect delays.
16649,2,Incident on I-294 SB near US-34 Center lane blocked. Expect Delays.
16650,2,Incident on US-12 NB near CUBA RD Drive with caution.
16651,4,Incident on US-41 NB near 300 Road closed. Take alternate route.
16652,2,Incident on I-294 NB near REXFORD AVE Right lane blocked. Expect delays.
16653,2,Stationary traffic on I-94 W - Tri State Tollway N from US-41/Exit 29 (I-94) to Edens Spur Toll Plaza (I-94) due to accident.
16654,2,Incident on IL-60 EB near IL-21 Drive with caution.
16655,2,Incident on ELA RD NB near LONG GROVE RD Drive with caution.
16656,2,Stationary traffic on I-65 from Ridge Rd/Exit 258 (I-65) to US-30/Exit 253 (I-65) due to accident roadwork.
16657,2,Incident on I-80 EB near GRANT ST Left lane blocked.
16658,2,Incident on CEDAR LAKE RD SB near IL-134 Road closed. Take alternate route.
16659,2,Incident on IL-120 WB near ALLEGHANY RD Expect long delays.
16660,2,Lane closed on I-94 E - I-80 E - US-6 E from US-41/Exit 1 (I-94/I-80) to Kennedy Ave/Exit 3B (I-94/I-80) due to accident.
16661,2,Incident on I-90 EB near IL-25 Expect long delays.
16662,2,Incident on I-294 SB near ELECTRIC AVE Expect long delays.
16663,4,Incident on IL-60 near LAKEVIEW PKY Road closed. Take alternate route.
16664,2,Incident on GREEN BAY RD SB near RUSSELL RD Drive with caution.
16665,2,Slow traffic on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16666,2,Incident on I-294 SB near RIVER RD Right lane blocked. Expect delays.
16667,2,Incident on IL-59 NB near LAKE COOK RD Drive with caution.
16668,2,Queuing traffic on US-41 N - IL-137 from Frontenac St to Skokie Hwy / Martin Luther King Jr Dr due to accident.
16669,2,Incident on WADSWORTH RD EB near HUNT CLUB RD Drive with caution.
16670,2,Incident on I-80 EB near KENNEDY AVE Right lane blocked. Expect delays.
16671,2,Incident on IL-176 WB near ROBERTS RD Drive with caution.
16672,2,Incident on I-94 EB near IL-21 Right lane blocked. Expect delays.
16673,2,Incident on WESTERN AVE near DEERPATH RD Expect delays.
16674,2,Incident on I-65 NB near W 500 Left lane blocked.
16675,2,Incident on ST MARYS RD NB near IL-176 Drive with caution.
16676,2,Incident on IL-53 near OLD HICKS RD Expect delays.
16677,2,Incident on IL-137 near US-41 Expect delays.
16678,2,Incident on IL-137 WB near ST MARYS RD Drive with caution.
16679,2,Incident on I-294 NB near 163RD ST PLAZA Left lane blocked.
16680,2,Incident on IL-60 EB near DIAMOND LAKE RD Road closed. Take alternate route.
16681,2,Incident on I-94 WB near IL-21 Right lane blocked. Expect delays.
16682,2,Stationary traffic on IL-120 from US-45 (E Belvidere Rd/IL-120) to Ivanhoe Rd (E Belvidere Rd/IL-120) due to accident.
16683,2,Incident on HAINESVILLE RD SB near SHOREWOOD RD Drive with caution.
16684,2,Accident on IN-53/Broadway/Exit 10 (I-94/I-80) from I-65/Exit 11 (I-94/I-80) to I-94 E - I-80 E - US-6 E.
16685,2,Incident on I-65 NB near 113TH AVE Expect long delays.
16686,2,Incident on I-294 SB near IL-171 Right lane blocked. Expect delays.
16687,2,Accident on Central Ave/Exit 13 (I-94/I-80) from I-80 &amp; I-94 Junction (East) (I-94/I-80) to I-94 E - I-80 E.
16688,2,Incident on I-294 SB near 75TH ST Right lane blocked. Expect delays.
16689,2,Incident on IL-83 SB near MONAVILLE RD Drive with caution.
16690,2,Incident on IL-83 NB near ROLLINS RD Drive with caution.
16691,2,Incident on US-41 NB near WASHINGTON ST Drive with caution.
16692,2,Incident on WASHINGTON ST NB near GREEN BAY RD Road closed. Take alternate route.
16693,2,Incident on CUBA RD WB near ELA RD Drive with caution.
16694,2,Incident on US-12 NB near CASE RD Road closed. Take alternate route.
16695,2,Incident on I-294 NB near IL-1 Right lane blocked. Expect delays.
16696,2,Incident on IL-120 EB near US-45 Drive with caution.
16697,2,Incident on IL-60 near ERHART RD Road closed. Take alternate route.
16698,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
16699,2,Incident on IL-120 near I-94 Expect delays.
16700,2,Incident on I-294 NB near IL-19 Right lane blocked. Expect delays.
16701,2,Incident on I-294 NB near IL-19 Right lane blocked. Expect delays.
16702,2,Slow traffic on I-65 N from IN-2/Exit 240 (I-65) to US-231/Exit 247 (I-65) due to accident.
16703,2,Lane closed on I-94 E from US-6/IN-51/Ripley St/Exit 15 (I-94/I-80) to I-80 &amp; I-94 Junction (East) (I-94/I-80) due to accident.
16704,2,Incident on I-88 EB near HIGHLAND AVE Right lane blocked. Expect delays.
16705,2,Slow traffic on I-94 E - Tri State Tollway S from IL-22/Half Day Rd (I-94) to Deerfield Rd (I-94) due to accident.
16706,2,Stationary traffic on IL-83 - IL-22 from Royal Melbourne Dr to IL Route 22 / N Tall Oaks Dr due to accident.
16707,2,Queuing traffic on IL-120 - IL-131 from S Birch Ave to Apple Ave due to accident.
16708,2,Stationary traffic on IL-53 from E Old Hicks Rd to E Pennsylvania Dr due to accident.
16709,2,Slow traffic on US-41 from Clavey Rd/Skokie Valley Rd (US-41) to IL-22/Half Day Rd (US-41) due to accident.
16710,3,At IL-132/W Grand Ave - Accident.
16711,2,Lane closed on I-94 E - I-80 E - US-6 E from Burr St/Exit 6 (I-94/I-80) to Grant St/Exit 9A (I-94/I-80) due to accident.
16712,2,Incident on I-294 NB near RIDGELAND AVE Left lane blocked.
16713,2,Incident on IL-60 EB near IL-83 Drive with caution.
16714,2,Incident on I-294 NB near IL-58 Three lanes blocked. Expect delays.
16715,2,Incident on I-65 SB near 61ST AVE Road closed. Take alternate route.
16716,2,Incident on US-41 near US-41 Expect long delays.
16717,2,Lane closed on I-94 E from IN-249/Exit 19 (I-94) to US-20/Exit 22 (I-94) due to accident.
16718,2,Stationary traffic on I-294 S - Tri State Tollway S from Tollway exit [15A] to E-W TOLLWAY exit [31A] due to accident.
16719,2,Accident on US-6/IL-83/Torrence Ave/Exit 161 (I-94/I-80) from US-41/Exit 1 (I-94/I-80) to I-94 E - I-80 E - US-6 E.
16720,2,Incident on I-294 SB near 55TH ST Expect long delays.
16721,2,Stationary traffic on IL-83 - IL-22 from IL Route 22 / N Tall Oaks Dr to Heather Knoll Ct due to accident.
16722,2,Incident on IL-132 WB near ROLLINS RD Expect long delays.
16723,2,Incident on IL-120 WB near FAIRFIELD RD Road closed. Take alternate route.
16724,2,Incident on HUNT CLUB RD NB near STEARNS SCHOOL RD Drive with caution.
16725,2,Incident on US-41 SB near IL-173 Drive with caution.
16726,2,Stationary traffic on IL-53 from N Arlington Heights Rd (W Lake Cook Rd) to IL-53/N Hicks Rd (Lake Cook Rd) due to accident.
16727,2,Incident on IL-132 NB near US-45 Road closed. Take alternate route.
16728,2,Incident on I-90 EB near SPRING CREEK RD Right lane blocked. Expect delays.
16729,2,Incident on I-355 SB near 163RD ST Expect long delays.
16730,2,Incident on I-88 WB near IL-47 Right lane blocked. Expect delays.
16731,2,Incident on I-65 SB near 153RD AVE Right lane blocked. Expect delays.
16732,2,Incident on 21ST ST near LEWIS AVE Expect delays.
16733,2,Incident on DELANY RD NB near SUNSET AVE Drive with caution.
16734,2,Incident on I-294 NB near US-34 Right lane blocked. Expect delays.
16735,2,Incident on I-294 NB near REXFORD AVE Expect long delays.
16736,2,Incident on I-294 NB near 88TH AVE Center lane blocked. Expect Delays.
16737,2,Incident on US-41 SB near WESTLEIGH RD Expect delays.
16738,2,Incident on GAGES LAKE RD EB near IL-21 Drive with caution.
16739,2,Incident on DARRELL RD SB near ROBERTS RD Drive with caution.
16740,2,Incident on LAKE COOK RD EB near RIVERWOODS RD Drive with caution.
16741,2,Stationary traffic on IL-120 - IL-131 from S Birch Ave to Apple Ave due to accident.
16742,2,Incident on IL-173 EB near KENOSHA RD Drive with caution.
16743,2,Incident on I-65 NB near 53RD AVE Left lane blocked.
16744,2,Incident on 14TH ST WB near GREEN BAY RD Drive with caution.
16745,2,Incident on 14TH ST near DUGDALE RD Expect delays.
16746,2,Stationary traffic on Tri State Tollway N - I-294 N in Stevenson Expy exit [23A] due to accident.
16747,2,Stationary traffic on IL-120 from IL-131/S Green Bay Rd (Belvidere Rd/IL-120) to S Lewis Ave (Belvidere St/IL-120) due to accident.
16748,2,Incident on MCAREE RD NB near WASHINGTON ST Drive with caution.
16749,2,Incident on IL-43 NB near DEERPATH RD Drive with caution.
16750,2,Incident on GRAND AVE EB near GREEN BAY RD Drive with caution.
16751,2,Incident on IL-22 EB near HARBOR RD Drive with caution.
16752,2,Incident on I-65 SB near 61ST AVE Right lane blocked. Expect delays.
16753,2,Stationary traffic on I-294 from 75th St (I-294) to I-55/Adlai E Stevenson Expy (La Grange) (South) (I-294) due to accident.
16754,2,Incident on I-294 NB near WOLF RD Right lane blocked. Expect delays.
16755,2,Slow traffic on IL-60 - County Hwy-57 - County Hwy-W11 from McCormick Blvd to W Hawthorn Pkwy due to accident roadwork.
16756,2,Incident on GRAND AVE near SHERIDAN RD Expect delays.
