severity,description
3,At IL-50/Cicero Ave/Exit 24B - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At I-355/Exit 269 - Accident.
3,At I-290/US-20/IL-64 - at Wolf Rd - Accident. Left lane blocked.
3,At Greenwood Ave - Accident.
3,At Butterfield Rd - Accident.
3,At Lake Zurich Rd - Accident.
4,Closed at Deerfield Rd - Road closed due to accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,At Addison St/Exit 45A - Accident.
3,At Garfield Blvd/Exit 57B - Accident.
3,At Keeler Ave/Exit 44A - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,Ramp to 51st St/Exit 57A - Accident.
3,At 43rd St/Exit 56A - Accident.
3,At 18th St/Exit 52C - Accident. Left lane blocked.
4,Closed at 63rd St/Exit 58B - Road closed due to accident.
4,Closed between Ashland Blvd/Paulina St/Exit 28B and Damen Ave/Exit 28A - Road closed due to accident.
3,At 47th St/Exit 56B - Multi-vehicle accident involving vehicle. Three lanes blocked.
3,At IL-21/Milwaukee Ave - Accident.
4,At Barrington Rd - Accident.
3,At 31st St/Exit 54 - Accident.
2,At US-45 - Accident.
2,At Munn Rd - Accident.
2,At Ivanhoe Rd - Accident.
2,At Fairfield Rd - Accident.
2,At Skokie Hwy - Accident.
2,At Farnsworth Ave - Accident.
2,Between Damen Ave/Exit 290 and Kedzie Ave/Exit 288 - Accident. Lane blocked.
3,At Willow Rd - under Sanders Rd - Accident. Left lane blocked.
3,At IL-53 - Accident.
3,At Anderson Rd - Accident.
3,At Lake Ave - Accident.
3,At Buffalo Grove Rd - Accident.
3,At Canfield Rd/Exit 80 - Accident involving heavy truck.
2,At Lewis Ave - Accident.
3,At Sunset Rd - Accident.
3,At Canfield Rd/Exit 80 - Accident involving heavy truck. Heavy rain.
3,At Butterfield Rd - Accident.
3,At 35th St/Exit 55A - Accident.
3,At I-55/Stevenson Expy (North) - Accident. Heavy rain.
3,At I-55/Stevenson Expy (North) - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident. Left lane blocked.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At 75th St - at 5th Ave - Accident.
3,At US-34/Ogden Ave - at 47th St - Accident.
3,Between I-80/I-294 and US-6/159th St/Exit 73 - Accident. unconfirmed report.
3,Between I-80/I-94/I-294/Exit 74 and I-94/Kingery Expy - Accident. unconfirmed report.
3,At Stony Island Ave/Exit 65 - Accident.
2,At US-41/Indianapolis Blvd/Exit 2 - Accident. Left lane closed.
3,At 130th St/Exit 68 - Accident.
3,At US-41/Skokie Rd/Exit 34 - Accident.
3,At Garfield Blvd/Exit 57B - Accident.
3,At I-55/Stevenson Expy/Exit 53C - Accident.
4,At CR-4/Exit 297 - Accident involving heavy truck.
2,At State St - Accident.
2,At IL-83/Exit 10 - Accident.
2,At Buckingham Dr - Accident.
2,At CR-20/CR-A33/W Peterson Rd - Accident.
4,Closed at Milwaukee Ave/S Riverside Dr - Road closed due to accident.
2,At US-45 - Accident.
3,At Chicago Ave - Accident.
3,At Montrose Ave/Exit 43C - Accident. unconfirmed report.
3,At 33rd St - Accident.
3,At Damen Ave/Exit 47B - Multi-vehicle accident involving vehicle. 2 right lanes blocked.
3,At Midlothian Rd - Accident.
3,At 21st St - Accident.
3,At Riverwoods Rd - Accident.
3,Between Division St/Exit 49A and IL-64/North Ave/Exit 48B - Accident.
3,Ramp to I-90/I-94/Kennedy Expy W Westbound - Accident.
3,At Touhy Ave/Exit 39 - Accident.
3,At Half Day Rd - Accident.
3,At Grand Ave - Accident.
4,Closed at I-355/Exit 269 - Road closed due to accident.
3,At Division St/Exit 49A - Accident.
4,At Canalport Ave/Cermak Rd/Exit 53 - Overturned vehicle.
3,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
3,At Willow Rd - Accident.
4,Closed at 130th St/Exit 68 - Road closed due to accident.
3,At Lawrence Ave/Exit 84 - at Cicero. - Accident. Left lane blocked.
2,At US-20/Lake St/York Rd/Exit 12 - Accident.
2,At Woodlake Dr - Accident.
2,At Spring Ave - Accident.
2,At CR-13/Winfield Rd - Accident.
2,At Jewell Rd - Accident.
2,At Fullerton Ave - Accident.
2,At Stearns Rd - Accident.
2,At Clark St - Accident.
4,Closed at 16th Ave - Road closed due to accident.
4,Closed at Waukegan Rd - Road closed due to accident.
2,At Oak Creek Dr - Accident.
4,Closed at Touhy Ave - Road closed due to accident.
2,At Foundry Park - Accident.
2,At Touhy Ave - Accident.
2,At Gundersen Dr - Accident.
2,At Damen Ave/Exit 290 - Accident.
4,Closed at 83rd St - Road closed due to accident.
4,Closed at 79th St - Road closed due to accident.
3,At Aptakisic Rd - Accident.
3,At Greenwood Ave - Accident.
4,Closed at Keating Ave - Road closed due to accident.
3,At 79th St - Overturned vehicle.
3,At Schaeffer Rd - Accident.
3,Between IL-171/Archer Ave and the 82nd St Toll Plaza - at 88th Ave - Accident. Two lanes blocked.
3,At US-41/Calumet Ave/Exit 1 - Accident.
2,At IL-132/Grand Ave - Accident.
3,At 25th Ave/Exit 18 - Accident.
3,At Central Ave/Exit 23B - Accident.
3,At Kenosha Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,At CR-38/CR-W20/S Oplaine Rd - Accident.
3,At Marquette Rd/67th St/Exit 59B - Accident.
3,At IL-132/Grand Ave - Accident.
3,At Appley Ave - Accident.
3,Ramp to Central Ave/Exit 285 - Accident.
3,Ramp to I-55/Stevenson Expy Southbound - Accident.
3,At Roselle Rd - Accident. Right lane blocked.
3,At I-80/I-94/US-6/Exit 259 - Accident. Center lane blocked. Traffic problem.
3,At Montrose Ave/Exit 43C - Accident.
3,At Roselle Rd - Accident.
2,At E Lake Cook Rd - Accident.
3,At 33rd St - Accident.
3,At I-88/I-290 - at Butterfield Rd. - Accident.
3,At Winchester Rd - Accident.
4,Closed between I-94 and IL-1/Halsted St/Exit 357 - Road closed due to accident.
3,At Winfield Rd - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,At IL-1/Halsted St/Exit 357 - Accident.
3,At Naperville Rd - Accident. Two lanes blocked.
4,Ramp to I-90/I-94 - Accident.
2,Between Burr St/Exit 6 and Kennedy Ave/Exit 3 - Accident.
2,At IL-50/Cicero Ave/Exit 286 - Accident.
3,At IL-1/Halsted St/Exit 357 - Accident.
2,At IL-171/S 1st Ave/Exit 20 - Accident.
2,At Devon Toll Plaza - Accident.
2,At IL-38/Roosevelt Rd - Accident.
2,At Fish Lake Rd - Accident.
2,Between Hawley St and CR-70/CR-A38/W Hawley St - Accident.
4,Closed between US-12/US-20/95th St/Exit 62 and 79th St/60C - Road closed due to accident.
4,Closed at 87th St/Exit 61B - Road closed due to accident.
2,At Cottage Grove Ave - Accident. emergency vehicles at scene.
3,At Homan Ave/Exit 26B - Accident. Two lanes blocked.
3,At Fairfield Rd - Accident.
3,At Burr Oak Ave/127th St/Exit 353 - Accident.
3,At 17th Ave/Exit 19A - Accident. Center lane blocked.
3,At 31st St/Exit 54 - Accident.
3,At 75th St/Exit 60A - Accident. Left lane blocked.
2,At I-94 (West) - Accident. Left lane blocked.
3,At Wolf Rd/Exit 16 - Accident.
3,At Hawley St - Accident.
3,At US-30/Lincoln Hwy - Earlier accident.
3,At I-94/Dan Ryan Expy/S Lafayette Ave - Earlier accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At CR-100/CR-A50/E Lake Cook Rd - Accident.
3,At CR-36/Schmale Rd - Accident.
3,At CR-65/W Yorkhouse Rd - Accident.
3,At I-80/I-94/I-294/Exit 74 - Earlier accident.
3,At Fullerton Ave/Exit 47A - Earlier accident.
3,At US-12/US-20/US-45/Exit 17 - Earlier accident.
3,At I-55 - Accident.
3,At Brookwood St - Accident.
3,At Barry Ave - Accident.
3,At Fullerton Ave/Exit 47A - Earlier accident. Heavy rain.
3,At IL-19/Irving Park Rd - Accident.
3,At W 127th St - Accident. Right lane blocked.
2,Between IL-50/Cicero Ave and 82nd/83rd St Toll Plaza - Earlier accident.
3,At Ivanhoe Rd - Accident.
3,At S Bloomingdale Rd - Accident.
3,At Sacramento Blvd/Exit 27A - Accident. Hard shoulder blocked. Heavy rain.
3,At River Rd/Exit 241 - Earlier accident.
3,At Damen Ave/Exit 28A - Accident.
3,At US-12/US-45/Mannheim Rd - Accident.
3,At Sacramento Blvd/Exit 27A - Earlier accident.
3,Between California Ave/Exit 27B and Damen Ave/Exit 28A - Earlier accident. Heavy rain.
3,At CR-36/Schmale Rd - Accident.
3,At Central Ave - Accident.
3,At W Fullerton Ave - Accident.
2,At 17th Ave/Exit 19A - Earlier accident.
3,At IL-60/Townline Rd - Accident.
3,At I-88/I-294/Exit 15A - Accident. Right lane blocked.
3,At I-88/I-294/Exit 15A - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident. Hard shoulder blocked.
3,At Monaville Rd - Accident.
3,At Riverwoods Rd - Accident.
3,At E Grand Ave/Washington St - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At CR-27/N Lewis Ave - Accident.
3,At I-88/I-294/Exit 15A - Accident. Right lane blocked.
3,At I-55/Stevenson Expy/Exit 53B - Earlier accident.
3,At S County Line Rd - Accident.
3,At CR-35/E 55th St - Accident.
3,At CR-5/Glen Ellyn Rd - Accident.
4,Between 51st St/Exit 57A and 35th St/Exit 55A - Accident.
3,At IL-83/Exit 10 - Accident. Right lane blocked.
3,At I-290/Eisenhower Expy - Accident.
3,At CR-6/S Bartlett Rd - Accident.
3,At 57th St - Accident.
3,At US-41/Geo Halas Dr/Lk Shore Dr - Accident.
3,At Barrington Rd - Accident. Two lanes blocked.
3,At Barrington Rd - at Bartlett Rd - Accident. Right lane blocked.
3,At Barrington Rd - Accident. Right lane blocked. Two lanes blocked.
4,Closed at Pershing Rd/Exit 55B - Road closed due to accident.
3,At Central Ave/Exit 23B - Accident. Right lane blocked.
3,At US-12/US-20/95th St - Accident. Right lane blocked.
3,At US-12/US-20/95th St - Accident. Right lane blocked. Two lanes blocked.
3,At US-12/US-20/95th St - Accident. Right lane blocked.
3,At US-6-BR/Ridge Rd/Exit 258 - Accident. Right lane blocked. Traffic problem.
2,At US-6-BR/Ridge Rd/Exit 258 - Earlier accident.
2,At US-6-BR/Ridge Rd/Exit 258 - Earlier accident.
3,At N York Rd - Accident.
3,At W Van Buren St - Accident.
3,At Kuhn Rd - Accident.
3,At CR-V67/N Deep Lake Rd/Red Oak Ln - Accident.
3,At CR-23/Naperville Rd - Accident.
3,At IL-60/Townline Rd/W Kennedy Rd - Accident.
3,At CR-26/Thorndale Ave - Accident.
3,At Kedzie Ave/Exit 154 - Accident. Left lane blocked.
2,Between IL-43/Harlem Ave/Exit 148 and Kedzie Ave/Exit 154 - Earlier accident.
3,Between I-355/Exit 269 and County Line Rd/Exit 276 - Earlier accident.
3,At I-355/North-South Tollway - Accident.
3,At I-355/North-South Tollway - Accident.
3,At US-20/Lake St/York Rd/Exit 12 - Earlier accident.
3,At I-290 - Earlier accident.
3,At CR-29/Greenbrook Blvd/E Stearns Rd - Accident.
3,Between US-30/Maple St/Exit 137 and US-45/96th Ave/Exit 145 - Earlier accident.
3,At CR-2/Hobson Rd - Accident.
3,At CR-2/Hobson Rd - Accident.
3,At IL-25 - Accident.
3,At Bartlett Rd - Accident.
3,At IL-25 - Accident.
3,At IL-25 - Accident.
3,At Three Rivers Rest Area WB - Accident.
3,At Three Rivers Rest Area WB - Earlier accident.
3,At Martin L King Dr/Exit 293D - Accident.
3,At Brookwood St - Accident.
3,At 29th St - Accident.
3,At IL-60/Townline Rd - Accident.
3,At US-12/US-20/US-45/Exit 17 - Earlier accident.
3,At CR-2/Finley Rd/Belmont Rd - Accident.
3,At N Racine Ave - Accident.
3,At I-55/Stevenson Expy N - Accident.
3,At IL-43/IL-120 - Accident.
3,At Weber Rd/Exit 263 - Accident. Right lane blocked.
3,At Finley Rd - Accident. Left lane blocked.
3,At IL-56/Butterfield Rd - Accident.
3,At Kostner Ave/Exit 25 - Accident.
3,At Chicago Ave - Earlier accident.
3,At IL-60/Townline Rd - Accident.
3,At WI-20/Washington Ave - Accident. Two lanes blocked.
3,At Kostner Ave/Exit 25 - Accident.
3,At IL-60/Townline Rd - Accident.
3,At IL-137/Amstutz Expy - Accident.
3,At Claire Blvd - Accident. Right lane blocked.
3,At IL-83/W 147th St - at 135th St - Accident.
3,At Diamond Lake Rd - Accident.
3,At Armitage Ave - Accident.
3,At IL-131/N Green Bay Rd - Accident.
3,At Ashland Blvd/Paulina St/Exit 28B - Accident.
3,At IL-1/S Halsted St - Accident.
3,At I-355 - Accident.
3,At I-355 - Accident.
3,At I-80/I-294 - Earlier accident.
3,At N Church Rd - Accident.
3,At 47th St/Exit 56B - Earlier accident.
3,At W 22nd St - Accident.
3,At CR-20/Grand Ave - Accident.
3,At IL-19/W Irving Park Rd - Accident.
3,At Garys Mill Rd - Accident.
3,At IL-64/La Salle Dr - near Pearson Ave. - Accident.
3,At Brookwood St - Accident.
3,At Granville Ave - Accident.
3,At Kedzie Ave - Serious accident.
3,At E 79th St - Accident.
3,At I-90/Northwest Tollway - Accident.
3,At Columbus Dr - Accident.
3,At CR-33/75th St - Accident.
3,At US-12/US-20/E 95th St - Accident.
3,At S Canal St - Accident.
3,At 31st St/Exit 54 - Accident. Two lanes blocked.
3,At Austin Blvd/Exit 23A - Accident. Left lane blocked.
2,Between 25th Ave/Exit 18 and Wolf Rd/Exit 16 - Earlier accident.
3,At N Ashland Ave - Accident.
3,At Schick Rd - Accident.
3,At IL-171/Archer Ave - Accident.
3,At Michigan Ave - Accident.
3,At S Blanchard St - Accident.
3,At Fairview Ave - Accident.
3,Between Kedzie Ave/Exit 288 and IL-50/Cicero Ave/Exit 286 - Earlier accident.
3,At Michigan Ave - Accident. Right lane blocked.
3,At St Charles Rd - Accident.
3,At 91st St - Accident.
3,At Ogden Ave - Accident.
3,At CR-41/Keslinger Rd/E Kaneville Rd - Accident.
3,At Racine Ave/Exit 29A - Accident.
3,At Racine Ave/Exit 29A - Earlier accident.
3,At N Church Rd - Accident.
3,At E Devon Ave - Accident.
3,At Fairview Ave - Accident.
3,At Union Ave - Accident.
3,At E Fullerton Ave/Hiawatha Dr - Accident.
3,At 75th St - Accident.
3,At Oakwood Blvd - Accident.
3,At CR-20/Grand Ave - Accident.
3,At County Farm Rd - Accident.
2,Between I-294 and I-94/Torrence Ave/Exit 161 - Earlier accident.
3,At IL-132/Grand Ave - Accident.
3,At IL-53/S Columbine Ave - Accident.
3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At 91st St - Accident.
3,At US-12/US-20/W 95th St - Accident.
3,At US-34/Ogden Ave - Accident.
3,At I-355/North-South Tollway - Accident.
3,At IL-25 - Accident.
3,At IL-25 - Accident.
3,At I-355/North-South Tollway - Accident.
3,At Fullerton Ave - Accident.
3,At CR-20/CR-A33/W Peterson Rd - Accident.
3,At IL-83/Kingery Expy - Accident.
3,At Lawrence Ave/Exit 84 - Accident. Two lanes blocked.
3,Between Keeler Ave/Exit 44A and I-90/I-94 Western Split - Earlier accident.
3,At 95th St - Accident.
3,At Fullerton Pky - Accident.
3,At N Church Rd - Accident.
3,At S Avenue O - Accident.
3,At E 67th St - Accident.
3,At IL-38/Roosevelt Rd - Accident. Two lanes blocked.
3,At I-355/North-South Tollway - Accident.
3,At Adams St - Accident.
3,At Kedzie Ave/Exit 154 - Accident. Hard shoulder blocked.
3,At IL-83/Exit 10 - Accident. Hard shoulder blocked.
3,At IL-83/Exit 10 - Accident. Hard shoulder blocked.
3,At County Farm Rd - Accident.
3,At Arsenal Rd/Exit 245 - Accident.
3,At IL-64/North Ave - Accident. Right lane blocked.
3,At IL-64/North Ave - Accident. Right lane blocked.
3,At W Army Trail Blvd - Accident.
3,At CR-31/87th St - Accident.
3,At S Main St (Lombard) - Accident.
3,At US-20/W Lake St - Accident.
3,At US-20/W Lake St - Accident.
3,At IL-64/North Ave - Accident.
3,At IL-53/Rohlwing Rd - Accident.
3,At S Gary Ave - Accident.
2,Between I-94 and IL-1/Halsted St/Exit 357 - Accident. Lane blocked.
3,At CR-23/S Naperville Rd - Accident.
3,At Center St/Villa St - Accident.
3,At IL-38/E Roosevelt Rd - Accident.
3,At S Roberts Rd - Overturned vehicle.
3,At Beverly Rd - Accident.
3,At Boughton Toll Plaza - Accident.
3,At CR-21/Geneva Rd - Accident.
3,At I-190/Exit 78 - Accident.
3,At S Crawford Ave/S Pulaski Rd - Accident.
3,At CR-15/N Cass Ave - Accident.
3,At CR-11/E Army Trail Rd - Accident.
3,At Center St/Exit 131 - Accident. Left lane blocked.
3,At IL-50 - Accident.
2,At US-52/IL-53/Chicago St/Exit 132 - Earlier accident.
3,At W 127th St - Accident. Two lanes blocked.
3,At Sibley Blvd/147th St/Exit 350 - Accident. Left lane blocked.
3,At I-88/R Reagan Meml Tollway/Diehl Rd - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At CR-38/63rd St - Accident.
3,At I-94/Dan Ryan Expy/S State St - Accident.
3,At I-90/Northwest Tollway - Accident.
2,At 75th St - Accident.
3,At Wise Rd - Accident.
3,At IL-59 - Accident. Right lane blocked.
2,At Central Ave/Exit 13 - Accident. Hard shoulder blocked.
3,At US-6/IN-51/Ripley St/Exit 15 - Accident. Left lane blocked.
4,Closed between Laramie Ave/Exit 24A and Central Ave/Exit 23B - Road closed due to accident.
4,Closed between IL-50/Cicero Ave/Exit 24B and Central Ave/Exit 23B - Road closed due to accident.
3,At I-294 - Accident.
2,At I-55/Stevenson Expy (South) - Accident.
3,At IL-171/Exit 282 - Accident. Two lanes blocked.
3,At IL-171/Exit 282 - Accident.
3,At Mayflower Ln/Audrey Ln - Accident.
3,At Sheridan Rd/Ohio St - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At US-45 - Accident.
3,At W Bartlett Rd - Accident.
3,At CR-54/CR-A31/22nd St/ML King Jr Dr - Accident.
3,At Internationale Pkwy - Accident.
3,At CR-43/S County Farm Rd - Accident.
3,At IL-83/Exit 10 - Accident.
3,At I-55/Stevenson Expy/Exit 53B - Accident.
3,At CR-21/Geneva Rd - Accident.
3,At E Sauk Trl - Accident.
1,At W Bartlett Rd - Earlier accident.
3,At IL-43/Waukegan Rd - Accident.
2,At US-6/Exit 248 - Earlier accident.
3,At Chicago Ave - Accident. Hard shoulder blocked.
3,At US-12/US-20/US-45/Exit 17 - Accident. Right lane blocked.
3,At Addison Ave - Accident.
3,At IL-59/Sutton Rd - Accident.
3,At I-355/Veterans Memorial Tollway - Accident.
3,At St Charles Rd - Accident.
3,At 3rd St - Accident.
3,At IL-43/N Harlem Ave - Accident.
3,At IL-173/Rosecrans Rd - Accident.
3,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At CR-22/N Addison Rd - Accident.
3,At N Fish Lake Rd - Accident.
3,At Damen Ave/Exit 28A - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At CR-25/Meyers Rd/Westmore-Meyers Rd - Accident.
3,At IL-7/W 9th St/Renwick Rd - Accident. Left lane blocked.
3,At US-20/E Lake St - Accident.
3,At US-14/W Dempster St - Accident.
3,At Stony Island Ave - Accident.
3,At S Stony Island Ave/Chicago Skwy - Accident.
3,At Sauk Trail/Exit 339 - Accident. Hard shoulder blocked.
3,At Burr Oak Ave/127th St/Exit 353 - Accident. Right lane blocked.
3,At IL-43/Harlem Ave/Exit 148 - Accident. Hard shoulder blocked.
3,At IL-50/N Cicero Ave - Serious accident.
3,Ramp to W Congress Pkwy Westbound and S Homan Ave - Accident.
3,At Chicago Ave - Accident.
3,At N Kimball Ave - Serious accident.
4,Closed at Kimball Ave - Road closed due to accident.
4,Closed at Martin L King Dr/Exit 293D - Road closed due to accident. Roadwork.
3,At Farnsworth Ave - Accident.
3,At Farnsworth Ave - Accident. Left lane blocked.
3,At US-14/Dempster St - Accident.
2,At IL-58/Golf Rd - Accident.
2,At Farnsworth Ave - Accident.
3,At CR-37/CR-W26/N Kilbourne Rd - Accident.
3,At Loomis Ave - Accident.
3,At I-94/Torrence Ave/Exit 161 - Accident. Right lane blocked.
3,At Upper Wacker Dr - Accident.
3,Ramp to I-294/Tri-State Tollway Northbound - Earlier accident.
3,At Loomis Ave - Accident.
3,At N Sheridan Rd - Accident.
3,At W Army Trail Blvd - Accident.
3,Ramp to S Austin Blvd - Earlier accident.
3,At I-355/North-South Tollway - Accident.
3,At W Army Trail Blvd - Accident.
3,At S Gary Ave - Accident.
3,At US-20/W Lake St - Accident.
3,At S Clinton St - Earlier accident.
3,At I-90/I-94/Dan Ryan Expy/S Union Ave - Earlier accident.
3,At Fullerton Ave - Accident.
3,At North Ave - Accident.
3,At Elmhurst Rd - Accident.
3,At 75th St - Accident.
3,At IL-50/S Cicero Ave - Accident.
3,At Warrenville Rd - Accident.
3,At Barrington Rd - Accident.
3,At N Laramie Ave - Accident.
3,At County Farm Rd - Accident.
3,At CR-31/CR-A20/Rollins Rd/Forest Ave - Accident.
3,At N Waukegan Rd - Accident.
3,At Central Ave - Accident.
3,At Obrien Rd/Vander Karr Rd - Overturned vehicle. Danger.
3,At IL-83/Kingery Hwy/W Grand Ave - Accident.
2,At Fullerton Pky - Multi-vehicle accident involving vehicle. Right lane blocked.
4,Closed between I-90/I-94 Western Split and Kostner Ave/Exit 43D - Road closed due to accident.
3,At W 63rd St - Accident.
3,At Archer Ave - Accident.
3,At Elgin Ohare Expy - Accident.
3,At CR-18/CR-A10/W Grass Lake Rd - Accident.
3,At CR-11/E Army Trail Rd - Accident.
3,At Ontarioville Rd - Accident.
3,At CR-26/Thorndale Ave - Accident.
3,At IL-120/Belvidere Rd - Accident.
3,At Schmale Rd - Accident.
